q,rvnm,stcd,stnm,tm,wptn,z
8780,鄱阳湖,62601600,湖口,1782878400000,5,17.170
9460,鄱阳湖,62601600,湖口,1782914400000,5,17.290
9600,鄱阳湖,62601600,湖口,1782961200000,6,17.380
9710,鄱阳湖,62601600,湖口,1783000800000,5,17.500
11400,鄱阳湖,62601600,湖口,1783048980000,17.640
10200,鄱阳湖,62601600,湖口,1783087200000,5,17.690
鄱阳湖,62601600,湖口,1783134000000,5,17.740
8930,鄱阳湖,62601600,湖口,1783170000000,4,17.770
8350,鄱阳湖,62601600,湖口,1783220400000,5,17.870
7900,鄱阳湖,62601600,湖口,1783256400000,6,17.870
9870,鄱阳湖,62601600,湖口,1783306800000,5,17.940
7600,鄱阳湖,62601600,湖口,1783350000000,6,17.960
6830,鄱阳湖,62601600,湖口,1783393200000,6,18.020
5810,鄱阳湖,62601600,湖口,1783432800000,6,18.030
4870,鄱阳湖,62601600,湖口,1783479600000,5,18.060
3950,鄱阳湖,62601600,湖口,1783519200000,4,18.020
5280,鄱阳湖,62601600,湖口,1783566000000,6,18.050
5830,鄱阳湖,62601600,湖口,1783609200000,6,18.010
6520,鄱阳湖,62601600,湖口,1783652400000,4,17.980
7620,鄱阳湖,62601600,湖口,1783692000000,4,17.940
8340,鄱阳湖,62601600,湖口,1783738800000,6,17.900
7820,鄱阳湖,62601600,湖口,1783774800000,4,17.820
9630,鄱阳湖,62601600,湖口,1783825200000,6,17.790
10400,鄱阳湖,62601600,湖口,1783861200000,6,17.810
12100,鄱阳湖,62601600,湖口,1783911600000,6,17.810
12800,鄱阳湖,62601600,湖口,1783951200000,4,17.770
10400,鄱阳湖,62601600,湖口,1783994400000,6,17.730
10800,鄱阳湖,62601600,湖口,1784034000000,4,17.700
11700,鄱阳湖,62601600,湖口,1784080800000,5,17.670
12000,鄱阳湖,62601600,湖口,1784120400000,4,17.570
12500,鄱阳湖,62601600,湖口,1784170800000,6,17.480
12400,鄱阳湖,62601600,湖口,1784210400000,4,17.340
13400,鄱阳湖,62601600,湖口,1784257200000,4,17.230
12900,鄱阳湖,62601600,湖口,1784293200000,4,17.130
13100,鄱阳湖,62601600,湖口,1784340000000,6,16.990
13000,鄱阳湖,62601600,湖口,1784379600000,4,16.880
13600,鄱阳湖,62601600,湖口,1784430000000,4,16.770
13800,鄱阳湖,62601600,湖口,1784466000000,4,16.720
12900,鄱阳湖,62601600,湖口,1784516400000,4,16.660
11800,鄱阳湖,62601600,湖口,1784556000000,5,16.640
12100,鄱阳湖,62601600,湖口,1784602800000,6,16.640
11500,鄱阳湖,62601600,湖口,1784642400000,6,16.560
11800,鄱阳湖,62601600,湖口,1784689200000,6,16.540
11400,鄱阳湖,62601600,湖口,1784728800000,6,16.510
10800,鄱阳湖,62601600,湖口,1784775600000,6,16.460
10200,鄱阳湖,62601600,湖口,1784815200000,4,16.390
