q,rvnm,stcd,stnm,tm,wptn,z
5920,乌江,60803000,武隆,1782878400000,4,183.220
4900,乌江,60803000,武隆,1782914400000,4,181.480
4540,乌江,60803000,武隆,1782961200000,5,180.740
3490,乌江,60803000,武隆,1783000800000,4,178.320
8970,乌江,60803000,武隆,1783047600000,5,187.470
9600,乌江,60803000,武隆,1783087200000,5,188.440
8720,乌江,60803000,武隆,1783134000000,4,187.100
5530,乌江,60803000,武隆,1783170000000,4,182.600
4040,乌江,60803000,武隆,1783220400000,4,179.660
3750,乌江,60803000,武隆,1783256400000,4,178.940
3360,乌江,60803000,武隆,1783306800000,4,177.960
2940,乌江,60803000,武隆,1783350000000,5,176.850
2870,乌江,60803000,武隆,1783393200000,5,176.660
2910,乌江,60803000,武隆,1783432800000,5,176.770
2890,乌江,60803000,武隆,1783479600000,4,176.710
2880,乌江,60803000,武隆,1783519200000,4,176.700
3280,乌江,60803000,武隆,1783566000000,5,177.760
3120,乌江,60803000,武隆,1783609200000,5,177.350
3180,乌江,60803000,武隆,1783652400000,5,177.500
2750,乌江,60803000,武隆,1783692000000,5,176.340
3060,乌江,60803000,武隆,1783738800000,5,177.200
2980,乌江,60803000,武隆,1783774800000,4,176.970
2810,乌江,60803000,武隆,1783825200000,4,176.510
2370,乌江,60803000,武隆,1783861200000,4,175.250
2680,乌江,60803000,武隆,1783911600000,4,176.140
2800,乌江,60803000,武隆,1783951200000,5,176.470
2730,乌江,60803000,武隆,1783994400000,5,176.290
2200,乌江,60803000,武隆,1784034000000,4,174.780
2730,乌江,60803000,武隆,1784080800000,4,176.280
2240,乌江,60803000,武隆,1784120400000,5,174.900
1990,乌江,60803000,武隆,1784170800000,4,174.150
2390,乌江,60803000,武隆,1784210400000,5,175.320
2860,乌江,60803000,武隆,1784257200000,5,176.640
3100,乌江,60803000,武隆,1784293200000,4,177.280
3420,乌江,60803000,武隆,1784340000000,5,178.120
3350,乌江,60803000,武隆,1784379600000,4,177.950
