q,rvnm,stcd,stnm,tm,wptn,z
38100,长江干流,60113400,九江,1782878400000,5,17.695
37900,长江干流,60113400,九江,1782914400000,5,17.798
38200,长江干流,60113400,九江,1782961200000,5,17.881
38600,长江干流,60113400,九江,1783000800000,5,17.997
38400,长江干流,60113400,九江,1783047600000,5,18.109
39800,长江干流,60113400,九江,1783087200000,4,18.191
长江干流,60113400,九江,1783134000000,5,18.247
41500,长江干流,60113400,九江,1783170000000,4,18.297
42500,长江干流,60113400,九江,1783220400000,5,18.398
43000,长江干流,60113400,九江,1783256400000,5,18.431
42300,长江干流,60113400,九江,1783306800000,5,18.465
42700,长江干流,60113400,九江,1783350000000,5,18.505
43600,长江干流,60113400,九江,1783393200000,5,18.562
44800,长江干流,60113400,九江,1783432800000,4,18.589
45800,长江干流,60113400,九江,1783479600000,5,18.636
46600,长江干流,60113400,九江,1783519200000,4,18.605
45400,长江干流,60113400,九江,1783566000000,5,18.601
44800,长江干流,60113400,九江,1783609200000,4,18.562
43900,长江干流,60113400,九江,1783652400000,5,18.514
43800,长江干流,60113400,九江,1783692000000,4,18.486
42800,长江干流,60113400,九江,1783738800000,4,18.420
43100,长江干流,60113400,九江,1783774800000,4,18.367
41100,长江干流,60113400,九江,1783825200000,4,18.274
40400,长江干流,60113400,九江,1783861200000,5,18.298
38800,长江干流,60113400,九江,1783911600000,4,18.299
37900,长江干流,60113400,九江,1783951200000,4,18.255
36800,长江干流,60113400,九江,1783994400000,4,18.193
36300,长江干流,60113400,九江,1784034000000,4,18.172
35200,长江干流,60113400,九江,1784080800000,4,18.111
34600,长江干流,60113400,九江,1784120400000,4,18.027
33700,长江干流,60113400,九江,1784170800000,4,17.912
33300,长江干流,60113400,九江,1784210400000,4,17.795
32300,长江干流,60113400,九江,1784257200000,4,17.667
31900,长江干流,60113400,九江,1784293200000,4,17.565
31100,长江干流,60113400,九江,1784340000000,4,17.420
30800,长江干流,60113400,九江,1784379600000,4,17.318
29700,长江干流,60113400,九江,1784430000000,4,17.192
29300,长江干流,60113400,九江,1784466000000,4,17.138
30100,长江干流,60113400,九江,1784516400000,4,17.077
29200,长江干流,60113400,九江,1784556000000,4,17.045
28800,长江干流,60113400,九江,1784602800000,4,17.048
29100,长江干流,60113400,九江,1784642400000,6,16.973
28700,长江干流,60113400,九江,1784689200000,4,16.952
