q,rvnm,stcd,stnm,tm,wptn,z
2940,乌江,60803000,武隆,1780243200000,4,176.860
2920,乌江,60803000,武隆,1780246800000,4,176.810
2900,乌江,60803000,武隆,1780250400000,4,176.750
2900,乌江,60803000,武隆,1780254000000,4,176.740
2880,乌江,60803000,武隆,1780257600000,4,176.690
2880,乌江,60803000,武隆,1780261200000,6,176.690
2910,乌江,60803000,武隆,1780268400000,5,176.790
2910,乌江,60803000,武隆,1780272000000,4,176.780
2910,乌江,60803000,武隆,1780290000000,5,176.770
3810,乌江,60803000,武隆,1780308000000,5,179.090
3350,乌江,60803000,武隆,1780329600000,4,177.950
3150,乌江,60803000,武隆,1780344000000,4,177.430
2970,乌江,60803000,武隆,1780351200000,4,176.930
2920,乌江,60803000,武隆,1780354800000,4,176.800
2830,乌江,60803000,武隆,1780369200000,5,176.550
2810,乌江,60803000,武隆,1780387200000,4,176.510
2820,乌江,60803000,武隆,1780401600000,4,176.530
2890,乌江,60803000,武隆,1780416000000,5,176.720
3210,乌江,60803000,武隆,1780426800000,5,177.580
3210,乌江,60803000,武隆,1780437600000,4,177.580
3180,乌江,60803000,武隆,1780441200000,4,177.500
3050,乌江,60803000,武隆,1780459200000,5,177.150
3260,乌江,60803000,武隆,1780473600000,4,177.710
3980,乌江,60803000,武隆,1780502400000,5,179.510
3590,乌江,60803000,武隆,1780545600000,4,178.560
2970,乌江,60803000,武隆,1780585200000,4,176.930
3440,乌江,60803000,武隆,1780632000000,5,178.190
3160,乌江,60803000,武隆,1780671600000,4,177.450
3050,乌江,60803000,武隆,1780714800000,5,177.170
3190,乌江,60803000,武隆,1780750800000,6,177.540
3970,乌江,60803000,武隆,1780804800000,5,179.470
5250,乌江,60803000,武隆,1780837200000,5,182.140
6240,乌江,60803000,武隆,1780891200000,4,183.730
4240,乌江,60803000,武隆,1780934400000,4,180.100
4510,乌江,60803000,武隆,1780974000000,4,180.670
3290,乌江,60803000,武隆,1781017200000,6,177.780
3480,乌江,60803000,武隆,1781064000000,4,178.290
3340,乌江,60803000,武隆,1781103600000,5,177.920
3120,乌江,60803000,武隆,1781150400000,4,177.340
2810,乌江,60803000,武隆,1781193600000,4,176.490
3140,乌江,60803000,武隆,1781236800000,5,177.390
2860,乌江,60803000,武隆,1781276400000,4,176.630
2970,乌江,60803000,武隆,1781323200000,4,176.930
2990,乌江,60803000,武隆,1781359200000,5,177.010
3170,乌江,60803000,武隆,1781409600000,4,177.480
3030,乌江,60803000,武隆,1781445600000,5,177.110
2790,乌江,60803000,武隆,1781496000000,5,176.450
2230,乌江,60803000,武隆,1781542800000,4,174.850
2530,乌江,60803000,武隆,1781582400000,4,175.720
2360,乌江,60803000,武隆,1781629200000,4,175.230
1620,乌江,60803000,武隆,1781668800000,4,173.020
1950,乌江,60803000,武隆,1781708400000,4,174.030
2590,乌江,60803000,武隆,1781755200000,5,175.880
2900,乌江,60803000,武隆,1781794800000,4,176.760
2910,乌江,60803000,武隆,1781841600000,4,176.790
2880,乌江,60803000,武隆,1781881200000,5,176.690
2860,乌江,60803000,武隆,1781928000000,5,176.650
2860,乌江,60803000,武隆,1781964000000,5,176.630
3110,乌江,60803000,武隆,1782014400000,4,177.330
2940,乌江,60803000,武隆,1782050400000,4,176.860
2800,乌江,60803000,武隆,1782100800000,4,176.480
2830,乌江,60803000,武隆,1782147600000,5,176.550
2490,乌江,60803000,武隆,1782183600000,5,175.600
1610,乌江,60803000,武隆,1782226800000,4,173.000
2530,乌江,60803000,武隆,1782273600000,4,175.710
2730,乌江,60803000,武隆,1782309600000,4,176.280
2700,乌江,60803000,武隆,1782360000000,4,176.200
2770,乌江,60803000,武隆,1782396000000,5,176.400
2550,乌江,60803000,武隆,1782446400000,4,175.760
1390,乌江,60803000,武隆,1782482400000,4,172.300
2500,乌江,60803000,武隆,1782529200000,4,175.640
2100,乌江,60803000,武隆,1782565200000,4,174.490
2820,乌江,60803000,武隆,1782619200000,4,176.530
2340,乌江,60803000,武隆,1782651600000,4,175.180
