q,rvnm,stcd,stnm,tm,wptn,z
44900,长江干流,60113400,九江,1780243200000,4,17.599
44800,长江干流,60113400,九江,1780246800000,5,17.611
45000,长江干流,60113400,九江,1780250400000,4,17.596
44700,长江干流,60113400,九江,1780254000000,4,17.595
45300,长江干流,60113400,九江,1780257600000,4,17.583
44800,长江干流,60113400,九江,1780261200000,5,17.595
44600,长江干流,60113400,九江,1780268400000,6,17.583
44200,长江干流,60113400,九江,1780272000000,5,17.602
44200,长江干流,60113400,九江,1780290000000,4,17.615
43600,长江干流,60113400,九江,1780308000000,4,17.609
43700,长江干流,60113400,九江,1780329600000,4,17.591
44000,长江干流,60113400,九江,1780344000000,4,17.576
43900,长江干流,60113400,九江,1780351200000,5,17.596
43600,长江干流,60113400,九江,1780354800000,4,17.574
43200,长江干流,60113400,九江,1780369200000,5,17.592
43200,长江干流,60113400,九江,1780387200000,6,17.578
43400,长江干流,60113400,九江,1780401600000,4,17.564
43500,长江干流,60113400,九江,1780416000000,4,17.561
43300,长江干流,60113400,九江,1780426800000,4,17.551
43200,长江干流,60113400,九江,1780437600000,5,17.535
43100,长江干流,60113400,九江,1780441200000,6,17.535
42800,长江干流,60113400,九江,1780459200000,5,17.525
42400,长江干流,60113400,九江,1780473600000,5,17.503
42300,长江干流,60113400,九江,1780502400000,5,17.529
41700,长江干流,60113400,九江,1780545600000,5,17.503
41600,长江干流,60113400,九江,1780585200000,4,17.508
41300,长江干流,60113400,九江,1780632000000,4,17.489
40200,长江干流,60113400,九江,1780671600000,4,17.487
40000,长江干流,60113400,九江,1780714800000,4,17.526
40100,长江干流,60113400,九江,1780750800000,4,17.516
39700,长江干流,60113400,九江,1780804800000,4,17.468
40100,长江干流,60113400,九江,1780837200000,4,17.405
39300,长江干流,60113400,九江,1780891200000,4,17.287
38200,长江干流,60113400,九江,1780930800000,5,17.311
38300,长江干流,60113400,九江,1780974000000,4,17.321
38600,长江干流,60113400,九江,1781017200000,4,17.360
38700,长江干流,60113400,九江,1781064000000,4,17.337
38800,长江干流,60113400,九江,1781103600000,4,17.331
37000,长江干流,60113400,九江,1781150400000,5,17.297
36900,长江干流,60113400,九江,1781193600000,6,17.240
36200,长江干流,60113400,九江,1781236800000,4,17.183
35800,长江干流,60113400,九江,1781276400000,5,17.138
35000,长江干流,60113400,九江,1781323200000,5,17.112
35100,长江干流,60113400,九江,1781359200000,4,17.056
34300,长江干流,60113400,九江,1781409600000,5,17.015
33900,长江干流,60113400,九江,1781445600000,5,16.994
33000,长江干流,60113400,九江,1781496000000,5,16.942
32600,长江干流,60113400,九江,1781542800000,4,16.915
32600,长江干流,60113400,九江,1781582400000,4,16.881
31800,长江干流,60113400,九江,1781629200000,5,16.859
31800,长江干流,60113400,九江,1781668800000,4,16.814
31600,长江干流,60113400,九江,1781708400000,5,16.790
32500,长江干流,60113400,九江,1781755200000,4,16.730
32600,长江干流,60113400,九江,1781794800000,4,16.717
33700,长江干流,60113400,九江,1781841600000,5,16.760
35500,长江干流,60113400,九江,1781881200000,4,16.774
35300,长江干流,60113400,九江,1781928000000,5,16.788
35300,长江干流,60113400,九江,1781964000000,5,16.821
34600,长江干流,60113400,九江,1782014400000,4,16.835
34800,长江干流,60113400,九江,1782050400000,4,16.854
35000,长江干流,60113400,九江,1782100800000,5,16.935
35200,长江干流,60113400,九江,1782147600000,5,16.944
36200,长江干流,60113400,九江,1782183600000,5,17.036
36700,长江干流,60113400,九江,1782226800000,5,17.182
37100,长江干流,60113400,九江,1782273600000,5,17.316
37000,长江干流,60113400,九江,1782309600000,5,17.376
37600,长江干流,60113400,九江,1782360000000,5,17.417
37300,长江干流,60113400,九江,1782396000000,5,17.459
37500,长江干流,60113400,九江,1782446400000,5,17.462
38000,长江干流,60113400,九江,1782482400000,5,17.500
38400,长江干流,60113400,九江,1782529200000,5,17.503
38500,长江干流,60113400,九江,1782565200000,5,17.539
38200,长江干流,60113400,九江,1782619200000,4,17.506
