q,rvnm,stcd,stnm,tm,wptn,z
47800,长江干流,60115000,大通,1780243200000,4,11.770
47700,长江干流,60115000,大通,1780246800000,6,11.770
47400,长江干流,60115000,大通,1780250400000,5,11.780
47500,长江干流,60115000,大通,1780254000000,5,11.790
47400,长江干流,60115000,大通,1780257600000,5,11.800
47300,长江干流,60115000,大通,1780261200000,6,11.800
47400,长江干流,60115000,大通,1780268400000,6,11.800
47500,长江干流,60115000,大通,1780272000000,4,11.790
47200,长江干流,60115000,大通,1780290000000,5,11.790
47100,长江干流,60115000,大通,1780308000000,6,11.860
47700,长江干流,60115000,大通,1780329600000,4,11.800
47300,长江干流,60115000,大通,1780344000000,6,11.810
47300,长江干流,60115000,大通,1780351200000,6,11.810
47100,长江干流,60115000,大通,1780354800000,4,11.800
47400,长江干流,60115000,大通,1780369200000,6,11.780
47000,长江干流,60115000,大通,1780387200000,5,11.840
47200,长江干流,60115000,大通,1780401600000,4,11.850
47500,长江干流,60115000,大通,1780416000000,4,11.790
47600,长江干流,60115000,大通,1780426800000,6,11.780
46900,长江干流,60115000,大通,1780437600000,5,11.810
47300,长江干流,60115000,大通,1780441200000,4,11.790
47200,长江干流,60115000,大通,1780459200000,4,11.770
47000,长江干流,60115000,大通,1780473600000,5,11.830
47900,长江干流,60115000,大通,1780502400000,4,11.800
47300,长江干流,60115000,大通,1780545600000,4,11.760
47400,长江干流,60115000,大通,1780585200000,4,11.790
47300,长江干流,60115000,大通,1780632000000,6,11.730
47400,长江干流,60115000,大通,1780671600000,4,11.790
47600,长江干流,60115000,大通,1780714800000,6,11.760
47300,长江干流,60115000,大通,1780750800000,6,11.800
47100,长江干流,60115000,大通,1780804800000,6,11.730
46400,长江干流,60115000,大通,1780837200000,4,11.700
45600,长江干流,60115000,大通,1780891200000,4,11.530
46200,长江干流,60115000,大通,1780934400000,4,11.500
46300,长江干流,60115000,大通,1780974000000,4,11.480
46500,长江干流,60115000,大通,1781017200000,5,11.510
46500,长江干流,60115000,大通,1781064000000,4,11.490
46700,长江干流,60115000,大通,1781103600000,6,11.490
46300,长江干流,60115000,大通,1781150400000,6,11.480
46100,长江干流,60115000,大通,1781193600000,4,11.460
45700,长江干流,60115000,大通,1781236800000,5,11.440
45700,长江干流,60115000,大通,1781276400000,6,11.380
45000,长江干流,60115000,大通,1781323200000,5,11.350
45500,长江干流,60115000,大通,1781359200000,6,11.330
44700,长江干流,60115000,大通,1781409600000,5,11.310
44900,长江干流,60115000,大通,1781445600000,4,11.300
44300,长江干流,60115000,大通,1781496000000,5,11.290
44600,长江干流,60115000,大通,1781542800000,5,11.290
44600,长江干流,60115000,大通,1781582400000,6,11.250
42700,长江干流,60115000,大通,1781629200000,4,11.270
42700,长江干流,60115000,大通,1781668800000,4,11.210
42400,长江干流,60115000,大通,1781708400000,4,11.250
42500,长江干流,60115000,大通,1781755200000,4,11.180
41900,长江干流,60115000,大通,1781794800000,4,11.240
42100,长江干流,60115000,大通,1781841600000,5,11.220
