q,rvnm,stcd,stnm,tm,wptn,z
14700,洞庭湖湖口,61512000,七里山,1780243200000,4,30.590
14700,洞庭湖湖口,61512000,七里山,1780246800000,5,30.620
14700,洞庭湖湖口,61512000,七里山,1780250400000,4,30.590
14500,洞庭湖湖口,61512000,七里山,1780254000000,4,30.540
14600,洞庭湖湖口,61512000,七里山,1780257600000,5,30.570
14700,洞庭湖湖口,61512000,七里山,1780261200000,5,30.590
14500,洞庭湖湖口,61512000,七里山,1780268400000,4,30.530
14600,洞庭湖湖口,61512000,七里山,1780272000000,5,30.570
17800,洞庭湖湖口,61512000,七里山,1780290000000,4,30.540
19700,洞庭湖湖口,61512000,七里山,1780308000000,5,30.540
19800,洞庭湖湖口,61512000,七里山,1780329600000,4,30.450
19800,洞庭湖湖口,61512000,七里山,1780344000000,5,30.450
19800,洞庭湖湖口,61512000,七里山,1780351200000,5,30.420
19900,洞庭湖湖口,61512000,七里山,1780354800000,4,30.400
19900,洞庭湖湖口,61512000,七里山,1780369200000,5,30.400
19900,洞庭湖湖口,61512000,七里山,1780387200000,5,30.360
19900,洞庭湖湖口,61512000,七里山,1780401600000,5,30.350
20100,洞庭湖湖口,61512000,七里山,1780416000000,4,30.280
20100,洞庭湖湖口,61512000,七里山,1780426800000,4,30.270
20100,洞庭湖湖口,61512000,七里山,1780437600000,5,30.260
20100,洞庭湖湖口,61512000,七里山,1780441200000,4,30.220
20200,洞庭湖湖口,61512000,七里山,1780459200000,4,30.200
20200,洞庭湖湖口,61512000,七里山,1780473600000,5,30.200
18000,洞庭湖湖口,61512000,七里山,1780502400000,5,30.140
18200,洞庭湖湖口,61512000,七里山,1780545600000,4,30.020
17700,洞庭湖湖口,61512000,七里山,1780585200000,4,30.000
18200,洞庭湖湖口,61512000,七里山,1780632000000,5,29.970
18200,洞庭湖湖口,61512000,七里山,1780671600000,5,29.970
18200,洞庭湖湖口,61512000,七里山,1780714800000,4,29.910
18100,洞庭湖湖口,61512000,七里山,1780750800000,4,29.840
18000,洞庭湖湖口,61512000,七里山,1780804800000,5,29.720
17900,洞庭湖湖口,61512000,七里山,1780837200000,4,29.620
15800,洞庭湖湖口,61512000,七里山,1780891200000,5,29.610
15800,洞庭湖湖口,61512000,七里山,1780934400000,5,29.600
15800,洞庭湖湖口,61512000,七里山,1780974000000,5,29.570
16300,洞庭湖湖口,61512000,七里山,1781017200000,5,29.550
16300,洞庭湖湖口,61512000,七里山,1781064000000,5,29.530
17300,洞庭湖湖口,61512000,七里山,1781103600000,5,29.500
17900,洞庭湖湖口,61512000,七里山,1781150400000,6,29.410
17800,洞庭湖湖口,61512000,七里山,1781193600000,6,29.290
17700,洞庭湖湖口,61512000,七里山,1781236800000,6,29.170
17600,洞庭湖湖口,61512000,七里山,1781276400000,4,29.050
17100,洞庭湖湖口,61512000,七里山,1781323200000,6,28.950
17000,洞庭湖湖口,61512000,七里山,1781359200000,4,28.870
17000,洞庭湖湖口,61512000,七里山,1781409600000,6,28.800
17000,洞庭湖湖口,61512000,七里山,1781445600000,6,28.760
16900,洞庭湖湖口,61512000,七里山,1781496000000,6,28.730
16900,洞庭湖湖口,61512000,七里山,1781542800000,4,28.640
15400,洞庭湖湖口,61512000,七里山,1781582400000,4,28.600
15300,洞庭湖湖口,61512000,七里山,1781629200000,4,28.520
15300,洞庭湖湖口,61512000,七里山,1781668800000,5,28.490
14100,洞庭湖湖口,61512000,七里山,1781708400000,5,28.460
13100,洞庭湖湖口,61512000,七里山,1781755200000,4,28.420
13100,洞庭湖湖口,61512000,七里山,1781794800000,4,28.430
13100,洞庭湖湖口,61512000,七里山,1781841600000,5,28.470
13100,洞庭湖湖口,61512000,七里山,1781881200000,5,28.530
13200,洞庭湖湖口,61512000,七里山,1781928000000,6,28.570
13200,洞庭湖湖口,61512000,七里山,1781964000000,6,28.620
13300,洞庭湖湖口,61512000,七里山,1782014400000,5,28.730
12300,洞庭湖湖口,61512000,七里山,1782050400000,5,28.810
12700,洞庭湖湖口,61512000,七里山,1782100800000,5,28.860
12800,洞庭湖湖口,61512000,七里山,1782144000000,4,28.920
13800,洞庭湖湖口,61512000,七里山,1782183600000,5,29.050
