q,rvnm,stcd,stnm,tm,wptn,z
20800,长江干流,60108300,沙市,1780243200000,6,38.010
21000,长江干流,60108300,沙市,1780246800000,5,38.020
21100,长江干流,60108300,沙市,1780250400000,5,38.040
21100,长江干流,60108300,沙市,1780254000000,6,38.040
21100,长江干流,60108300,沙市,1780257600000,6,38.040
21000,长江干流,60108300,沙市,1780261200000,4,38.030
20800,长江干流,60108300,沙市,1780268400000,4,38.000
20700,长江干流,60108300,沙市,1780272000000,4,37.980
20500,长江干流,60108300,沙市,1780290000000,4,37.890
19800,长江干流,60108300,沙市,1780308000000,4,37.740
20000,长江干流,60108300,沙市,1780329600000,4,37.640
20500,长江干流,60108300,沙市,1780336800000,6,37.690
20100,长江干流,60108300,沙市,1780369200000,4,37.690
19800,长江干流,60108300,沙市,1780387200000,4,37.610
19200,长江干流,60108300,沙市,1780401600000,4,37.440
19600,长江干流,60108300,沙市,1780416000000,5,37.410
20100,长江干流,60108300,沙市,1780426800000,5,37.510
20200,长江干流,60108300,沙市,1780437600000,5,37.550
20200,长江干流,60108300,沙市,1780441200000,6,37.550
20100,长江干流,60108300,沙市,1780459200000,6,37.520
19700,长江干流,60108300,沙市,1780473600000,4,37.460
19500,长江干流,60108300,沙市,1780502400000,5,37.290
19600,长江干流,60108300,沙市,1780545600000,4,37.330
18800,长江干流,60108300,沙市,1780585200000,6,37.070
19200,长江干流,60108300,沙市,1780632000000,4,37.150
18300,长江干流,60108300,沙市,1780671600000,6,36.900
18600,长江干流,60108300,沙市,1780714800000,4,36.980
17500,长江干流,60108300,沙市,1780750800000,4,36.660
18000,长江干流,60108300,沙市,1780804800000,4,36.700
17100,长江干流,60108300,沙市,1780837200000,4,36.450
17100,长江干流,60108300,沙市,1780891200000,4,36.420
16500,长江干流,60108300,沙市,1780930800000,5,36.110
16300,长江干流,60108300,沙市,1780974000000,4,36.110
16100,长江干流,60108300,沙市,1781017200000,5,35.850
15900,长江干流,60108300,沙市,1781064000000,4,35.900
14300,长江干流,60108300,沙市,1781103600000,4,35.350
13900,长江干流,60108300,沙市,1781150400000,4,35.110
13300,长江干流,60108300,沙市,1781193600000,4,34.740
13300,长江干流,60108300,沙市,1781236800000,4,34.640
13000,长江干流,60108300,沙市,1781276400000,6,34.450
12900,长江干流,60108300,沙市,1781323200000,4,34.370
12500,长江干流,60108300,沙市,1781355600000,4,34.180
13200,长江干流,60108300,沙市,1781409600000,5,34.290
13500,长江干流,60108300,沙市,1781445600000,5,34.360
14600,长江干流,60108300,沙市,1781496000000,5,34.760
15200,长江干流,60108300,沙市,1781542800000,5,34.990
15600,长江干流,60108300,沙市,1781582400000,5,35.230
16000,长江干流,60108300,沙市,1781629200000,5,35.390
16900,长江干流,60108300,沙市,1781668800000,5,35.710
16800,长江干流,60108300,沙市,1781708400000,5,35.830
17000,长江干流,60108300,沙市,1781755200000,4,35.980
16000,长江干流,60108300,沙市,1781794800000,6,35.680
17100,长江干流,60108300,沙市,1781841600000,5,35.940
17000,长江干流,60108300,沙市,1781881200000,5,35.920
18500,长江干流,60108300,沙市,1781928000000,5,36.420
17600,长江干流,60108300,沙市,1781964000000,4,36.310
18200,长江干流,60108300,沙市,1782014400000,6,36.450
长江干流,60108300,沙市,1782050400000,4,36.330
18300,长江干流,60108300,沙市,1782100800000,4,36.520
18000,长江干流,60108300,沙市,1782147600000,5,36.400
18800,长江干流,60108300,沙市,1782183600000,5,36.640
18300,长江干流,60108300,沙市,1782226800000,5,36.610
18500,长江干流,60108300,沙市,1782273600000,4,36.730
17700,长江干流,60108300,沙市,1782309600000,4,36.520
18000,长江干流,60108300,沙市,1782360000000,6,36.590
17300,长江干流,60108300,沙市,1782396000000,4,36.430
18500,长江干流,60108300,沙市,1782446400000,5,36.640
18100,长江干流,60108300,沙市,1782482400000,4,36.640
19400,长江干流,60108300,沙市,1782529200000,5,36.980
18700,长江干流,60108300,沙市,1782565200000,4,36.970
19700,长江干流,60108300,沙市,1782619200000,5,37.190
18600,长江干流,60108300,沙市,1782651600000,4,37.040
20600,长江干流,60108300,沙市,1782705600000,5,37.380
19900,长江干流,60108300,沙市,1782745200000,4,37.360
21500,长江干流,60108300,沙市,1782828000000,5,37.850
