q,rvnm,stcd,stnm,tm,wptn,z
41500,长江干流,60112200,汉口,1780243200000,6,24.170
41400,长江干流,60112200,汉口,1780246800000,4,24.160
41400,长江干流,60112200,汉口,1780250400000,6,24.160
41400,长江干流,60112200,汉口,1780254000000,6,24.160
41400,长江干流,60112200,汉口,1780257600000,6,24.160
41400,长江干流,60112200,汉口,1780261200000,4,24.150
41400,长江干流,60112200,汉口,1780268400000,6,24.150
41400,长江干流,60112200,汉口,1780272000000,4,24.140
41300,长江干流,60112200,汉口,1780290000000,5,24.130
42400,长江干流,60112200,汉口,1780308000000,6,24.110
42300,长江干流,60112200,汉口,1780329600000,5,24.100
42200,长江干流,60112200,汉口,1780344000000,4,24.070
42200,长江干流,60112200,汉口,1780351200000,6,24.060
42200,长江干流,60112200,汉口,1780354800000,6,24.060
42100,长江干流,60112200,汉口,1780369200000,6,24.040
42000,长江干流,60112200,汉口,1780387200000,6,24.020
41900,长江干流,60112200,汉口,1780401600000,4,23.990
41700,长江干流,60112200,汉口,1780416000000,4,23.960
41700,长江干流,60112200,汉口,1780426800000,4,23.960
41700,长江干流,60112200,汉口,1780437600000,6,23.950
41700,长江干流,60112200,汉口,1780441200000,6,23.950
39900,长江干流,60112200,汉口,1780459200000,4,23.900
39800,长江干流,60112200,汉口,1780473600000,6,23.890
39700,长江干流,60112200,汉口,1780502400000,6,23.850
39500,长江干流,60112200,汉口,1780545600000,5,23.810
39300,长江干流,60112200,汉口,1780585200000,6,23.740
39100,长江干流,60112200,汉口,1780632000000,6,23.700
39300,长江干流,60112200,汉口,1780671600000,6,23.690
39200,长江干流,60112200,汉口,1780714800000,4,23.680
39100,长江干流,60112200,汉口,1780750800000,6,23.660
38800,长江干流,60112200,汉口,1780804800000,4,23.570
38400,长江干流,60112200,汉口,1780837200000,4,23.480
37300,长江干流,60112200,汉口,1780891200000,4,23.390
37200,长江干流,60112200,汉口,1780934400000,6,23.370
37300,长江干流,60112200,汉口,1780974000000,5,23.380
37300,长江干流,60112200,汉口,1781017200000,6,23.390
37300,长江干流,60112200,汉口,1781064000000,4,23.380
36700,长江干流,60112200,汉口,1781103600000,4,23.350
36500,长江干流,60112200,汉口,1781150400000,6,23.300
36200,长江干流,60112200,汉口,1781193600000,4,23.220
34900,长江干流,60112200,汉口,1781236800000,4,23.140
35300,长江干流,60112200,汉口,1781276400000,4,23.060
34900,长江干流,60112200,汉口,1781323200000,6,22.970
34700,长江干流,60112200,汉口,1781359200000,4,22.910
33400,长江干流,60112200,汉口,1781409600000,4,22.810
33200,长江干流,60112200,汉口,1781445600000,4,22.760
33000,长江干流,60112200,汉口,1781496000000,6,22.700
32900,长江干流,60112200,汉口,1781542800000,5,22.680
32700,长江干流,60112200,汉口,1781582400000,4,22.630
32600,长江干流,60112200,汉口,1781629200000,4,22.590
32500,长江干流,60112200,汉口,1781668800000,4,22.560
32400,长江干流,60112200,汉口,1781708400000,4,22.540
32300,长江干流,60112200,汉口,1781755200000,6,22.520
32300,长江干流,60112200,汉口,1781794800000,5,22.530
32500,长江干流,60112200,汉口,1781841600000,5,22.770
31700,长江干流,60112200,汉口,1781881200000,5,22.870
31700,长江干流,60112200,汉口,1781928000000,4,22.870
31700,长江干流,60112200,汉口,1781964000000,6,22.880
31700,长江干流,60112200,汉口,1782014400000,6,22.870
