rvnm,stcd,stnm,tm,wptn,z
长江,60107000,茅坪(二),1788199200000,6,158.000
长江,60107000,茅坪(二),1788235200000,5,158.330
长江,60107000,茅坪(二),1788274800000,5,158.360
长江,60107000,茅坪(二),1788318000000,5,158.690
长江,60107000,茅坪(二),1788361200000,5,158.640
长江,60107000,茅坪(二),1788404400000,6,158.820
长江,60107000,茅坪(二),1788447600000,5,158.730
长江,60107000,茅坪(二),1788490800000,6,158.940
长江,60107000,茅坪(二),1788534000000,6,158.710
长江,60107000,茅坪(二),1788577200000,6,159.060
长江,60107000,茅坪(二),1788616800000,4,158.870
长江,60107000,茅坪(二),1788663600000,6,159.140
长江,60107000,茅坪(二),1788706800000,6,158.970
长江,60107000,茅坪(二),1788750000000,6,159.130
长江,60107000,茅坪(二),1788800400000,5,159.060
长江,60107000,茅坪(二),1788836400000,6,159.120
长江,60107000,茅坪(二),1788879600000,6,158.920
长江,60107000,茅坪(二),1789009200000,6,159.250
长江,60107000,茅坪(二),1789095600000,6,159.410
长江,60107000,茅坪(二),1789182000000,5,159.660
长江,60107000,茅坪(二),1789354800000,5,160.470
长江,60107000,茅坪(二),1789441200000,6,160.570
长江,60107000,茅坪(二),1789527600000,6,160.700
长江,60107000,茅坪(二),1789614000000,6,160.960
长江,60107000,茅坪(二),1789700400000,5,161.330
