q,rvnm,stcd,stnm,tm,wptn,z
6180,鄱阳湖,62601600,湖口,1788199200000,5,13.840
5840,鄱阳湖,62601600,湖口,1788235200000,6,13.900
6580,鄱阳湖,62601600,湖口,1788278400000,5,13.960
6820,鄱阳湖,62601600,湖口,1788318000000,6,14.070
7920,鄱阳湖,62601600,湖口,1788364800000,5,14.210
8170,鄱阳湖,62601600,湖口,1788404400000,5,14.320
8070,鄱阳湖,62601600,湖口,1788451200000,5,14.430
8300,鄱阳湖,62601600,湖口,1788490800000,6,14.480
9220,鄱阳湖,62601600,湖口,1788534000000,5,14.580
11000,鄱阳湖,62601600,湖口,1788577200000,5,14.730
11000,鄱阳湖,62601600,湖口,1788616800000,6,14.810
12100,鄱阳湖,62601600,湖口,1788663600000,5,14.930
12400,鄱阳湖,62601600,湖口,1788706800000,5,15.040
11700,鄱阳湖,62601600,湖口,1788750000000,5,15.130
11700,鄱阳湖,62601600,湖口,1788800400000,6,15.230
11200,鄱阳湖,62601600,湖口,1788836400000,5,15.260
10500,鄱阳湖,62601600,湖口,1788883200000,6,15.220
10600,鄱阳湖,62601600,湖口,1789009200000,6,14.950
10800,鄱阳湖,62601600,湖口,1789095600000,6,14.820
10300,鄱阳湖,62601600,湖口,1789182000000,4,14.600
